iter	Passed	Remaining
142	1162	6964
143	1169	6951
144	1177	6941
145	1184	6930
146	1192	6918
147	1198	6902
148	1205	6887
149	1213	6879
150	1222	6873
151	1231	6870
152	1239	6860
153	1248	6858
154	1255	6842
155	1262	6828
156	1270	6820
157	1277	6809
158	1285	6799
159	1293	6791
160	1300	6777
161	1308	6766
162	1316	6758
163	1323	6748
164	1331	6736
165	1338	6724
166	1346	6715
167	1354	6705
168	1361	6692
169	1368	6682
170	1376	6671
171	1383	6659
172	1391	6652
173	1398	6640
174	1407	6633
175	1415	6628
176	1423	6620
177	1432	6615
178	1439	6604
179	1447	6594
180	1455	6584
181	1462	6573
182	1470	6563
183	1477	6553
184	1485	6546
185	1493	6536
186	1500	6525
187	1508	6513
188	1515	6502
189	1522	6491
190	1530	6481
191	1537	6470
192	1544	6459
193	1552	6451
194	1561	6446
195	1568	6435
196	1576	6425
197	1583	6415
198	1591	6406
199	1599	6398
200	1608	6392
201	1616	6386
202	1626	6385
203	1635	6380
204	1642	6371
205	1650	6361
206	1659	6355
207	1666	6344
208	1674	6338
209	1683	6331
210	1690	6322
211	1699	6316
212	1706	6304
213	1713	6295
214	1721	6286
215	1729	6277
216	1736	6266
217	1743	6255
218	1751	6246
219	1759	6238
220	1767	6230
221	1774	6220
222	1782	6211
223	1790	6201
224	1798	6194
225	1805	6183
226	1813	6176
227	1821	6166
228	1829	6161
229	1838	6154
230	1846	6148
231	1856	6144
232	1865	6141
233	1873	6133
234	1883	6130
235	1892	6125
236	1901	6122
237	1910	6116
238	1919	6110
239	1928	6107
240	1937	6100
241	1945	6093
242	1956	6094
243	1965	6089
244	1974	6084
245	1983	6079
246	1993	6076
247	2003	6075
248	2013	6071
249	2022	6067
250	2033	6066
251	2041	6060
252	2051	6057
253	2059	6049
254	2068	6044
255	2077	6038
256	2086	6033
257	2095	6027
258	2104	6020
259	2113	6015
260	2123	6011
261	2131	6005
262	2140	5997
263	2149	5992
264	2159	5989
265	2169	5985
266	2178	5979
267	2186	5971
268	2194	5963
269	2203	5958
270	2213	5954
271	2222	5949
272	2233	5946
273	2242	5942
274	2251	5935
275	2260	5930
276	2269	5923
277	2277	5915
278	2286	5908
279	2294	5900
280	2303	5893
281	2311	5886
282	2320	5878
283	2327	5868
284	2336	5860
285	2343	5851
286	2352	5843
287	2359	5833
288	2368	5826
289	2376	5817
290	2384	5809
291	2392	5800
292	2400	5792
293	2409	5786
294	2420	5783
295	2429	5778
296	2438	5772
297	2447	5766
298	2455	5757
299	2465	5753
300	2474	5746
301	2485	5744
302	2495	5739
303	2505	5735
304	2514	5729
305	2523	5723
306	2533	5719
307	2543	5714
308	2553	5709
309	2563	5706
310	2573	5701
311	2583	5697
312	2593	5691
313	2604	5689
314	2613	5684
315	2622	5677
316	2633	5673
317	2643	5668
318	2651	5661
319	2661	5654
320	2668	5644
321	2676	5634
322	2684	5626
323	2692	5617
324	2699	5606
325	2707	5597
326	2714	5587
327	2721	5576
328	2729	5567
329	2736	5555
330	2744	5546
331	2751	5536
332	2759	5526
333	2766	5517
334	2774	5507
335	2781	5497
336	2789	5487
337	2797	5479
338	2804	5468
339	2811	5457
340	2819	5449
341	2828	5442
342	2836	5432
343	2845	5426
344	2853	5417
345	2861	5409
346	2869	5399
347	2876	5390
348	2884	5380
349	2892	5371
350	2901	5364
351	2909	5357
352	2918	5349
353	2926	5340
354	2936	5334
355	2945	5328
356	2953	5320
357	2961	5310
358	2968	5301
359	2976	5290
360	2984	5282
361	2992	5274
362	3000	5265
363	3008	5256
364	3016	5247
365	3023	5237
366	3031	5229
367	3040	5221
368	3049	5215
369	3058	5207
370	3065	5197
371	3072	5187
372	3079	5177
373	3087	5168
374	3095	5158
375	3102	5149
376	3111	5141
377	3119	5133
378	3126	5123
379	3134	5114
380	3143	5106
381	3150	5097
382	3158	5088
383	3165	5078
384	3173	5069
385	3180	5059
386	3188	5050
387	3195	5040
388	3203	5031
389	3211	5023
390	3220	5016
391	3228	5007
392	3236	4999
393	3244	4989
394	3253	4982
395	3260	4973
396	3268	4963
397	3276	4955
398	3283	4946
399	3292	4938
400	3299	4929
401	3308	4921
402	3316	4913
403	3324	4904
404	3332	4895
405	3339	4886
406	3346	4876
407	3354	4867
408	3362	4858
409	3370	4849
410	3376	4839
411	3384	4830
412	3391	4821
413	3399	4811
414	3407	4803
415	3416	4795
416	3423	4786
417	3430	4777
418	3440	4770
419	3448	4762
420	3457	4755
421	3465	4747
422	3474	4738
423	3481	4730
424	3489	4721
425	3497	4712
426	3504	4703
427	3512	4694
428	3521	4686
429	3529	4678
430	3537	4670
431	3545	4662
432	3553	4652
433	3560	4643
434	3569	4635
435	3576	4627
436	3585	4619
437	3594	4611
438	3603	4604
439	3611	4596
440	3620	4588
441	3629	4581
442	3639	4576
443	3648	4569
444	3660	4565
445	3669	4557
446	3678	4550
447	3686	4542
448	3695	4534
449	3703	4526
450	3711	4518
451	3719	4509
452	3727	4500
453	3734	4491
454	3742	4482
455	3750	4474
456	3758	4465
457	3766	4457
458	3774	4448
459	3783	4441
460	3792	4434
461	3801	4426
462	3809	4417
463	3818	4411
464	3828	4404
465	3837	4397
466	3845	4389
467	3854	4381
468	3862	4372
469	3871	4365
470	3880	4358
471	3889	4351
472	3897	4342
473	3906	4335
474	3915	4327
475	3925	4321
476	3934	4313
477	3943	4306
478	3951	4297
479	3962	4292
480	3970	4284
481	3979	4276
482	3987	4268
483	3995	4259
484	4004	4251
485	4012	4243
486	4020	4234
487	4027	4226
488	4036	4217
489	4043	4208
490	4053	4201
491	4061	4193
492	4069	4185
493	4078	4177
494	4086	4168
495	4093	4159
496	4101	4150
497	4108	4141
498	4116	4133
499	4124	4124
500	4131	4115
501	4139	4106
502	4146	4097
503	4155	4089
504	4163	4080
505	4170	4071
506	4177	4062
507	4185	4053
508	4193	4045
509	4201	4037
510	4209	4028
511	4218	4020
512	4226	4012
513	4233	4003
514	4241	3994
515	4248	3985
516	4257	3977
517	4265	3968
518	4274	3961
519	4284	3954
520	4292	3946
521	4299	3937
522	4308	3929
523	4316	3920
524	4325	3913
525	4333	3904
526	4341	3896
527	4348	3887
528	4357	3879
529	4367	3873
530	4376	3865
531	4386	3858
532	4393	3849
533	4402	3841
534	4412	3834
535	4421	3827
536	4429	3819
537	4438	3811
538	4446	3803
539	4454	3794
540	4463	3787
541	4472	3778
542	4480	3770
543	4488	3762
544	4495	3753
545	4504	3745
546	4511	3736
547	4519	3728
548	4527	3719
549	4535	3710
550	4542	3701
551	4550	3693
552	4558	3684
553	4567	3677
554	4575	3668
555	4582	3659
556	4590	3650
557	4597	3641
558	4605	3633
559	4613	3625
560	4622	3616
561	4629	3608
562	4637	3599
563	4644	3590
564	4653	3582
565	4661	3574
566	4670	3566
567	4679	3559
568	4687	3550
569	4695	3541
570	4703	3533
571	4711	3525
572	4718	3516
573	4726	3507
574	4734	3499
575	4742	3491
576	4750	3482
577	4758	3473
578	4765	3465
579	4772	3456
580	4780	3447
581	4787	3438
582	4794	3429
583	4803	3421
584	4812	3413
585	4821	3406
586	4829	3397
587	4838	3390
588	4846	3382
589	4854	3373
590	4863	3365
591	4872	3357
592	4881	3350
593	4889	3342
594	4899	3335
595	4907	3326
596	4916	3318
597	4924	3310
598	4932	3302
599	4940	3293
600	4949	3286
601	4957	3277
602	4964	3268
603	4973	3260
604	4981	3252
605	4990	3244
606	4997	3235
607	5005	3227
608	5013	3218
609	5022	3211
610	5029	3202
611	5037	3193
612	5046	3185
613	5053	3177
614	5062	3169
615	5070	3160
616	5079	3153
617	5090	3146
618	5098	3138
619	5107	3130
620	5116	3122
621	5125	3114
622	5134	3106
623	5142	3098
624	5151	3090
625	5160	3082
626	5168	3074
627	5177	3066
628	5186	3059
629	5194	3050
630	5205	3043
631	5214	3036
632	5222	3028
633	5231	3019
634	5239	3011
635	5248	3004
636	5258	2996
637	5267	2988
638	5277	2981
639	5286	2973
640	5295	2965
641	5304	2957
642	5312	2949
643	5319	2940
644	5327	2932
645	5335	2923
646	5345	2916
647	5353	2908
648	5362	2900
649	5370	2891
650	5378	2883
651	5386	2874
652	5394	2866
653	5403	2858
654	5412	2850
655	5419	2842
656	5428	2834
657	5436	2825
658	5443	2816
659	5450	2808
660	5458	2799
661	5467	2791
662	5475	2783
663	5485	2775
664	5494	2767
665	5502	2759
666	5510	2751
667	5518	2742
668	5526	2734
669	5534	2726
670	5543	2717
671	5550	2709
672	5558	2700
673	5566	2692
674	5573	2683
675	5580	2674
676	5588	2666
677	5596	2657
678	5604	2649
679	5612	2641
680	5620	2632
681	5629	2624
682	5636	2616
683	5644	2607
684	5652	2599
685	5659	2590
686	5667	2582
687	5675	2573
688	5683	2565
689	5691	2557
690	5700	2549
691	5709	2541
692	5717	2532
693	5725	2524
694	5733	2515
695	5740	2507
696	5748	2499
697	5756	2490
698	5763	2481
699	5770	2473
700	5779	2465
701	5786	2456
702	5795	2448
703	5803	2440
704	5811	2431
705	5819	2423
706	5828	2415
707	5837	2407
708	5846	2399
709	5853	2391
710	5861	2382
711	5869	2374
712	5878	2366
713	5887	2358
714	5897	2350
715	5906	2342
716	5915	2335
717	5925	2327
718	5933	2318
719	5941	2310
720	5951	2302
721	5961	2295
722	5970	2287
723	5978	2278
724	5987	2270
725	5995	2262
726	6004	2254
727	6013	2246
728	6021	2238
729	6029	2230
730	6038	2222
731	6047	2214
732	6056	2205
733	6064	2197
734	6074	2190
735	6083	2182
736	6092	2174
737	6101	2166
738	6111	2158
739	6120	2150
740	6131	2143
741	6140	2134
742	6148	2126
743	6158	2118
744	6168	2111
745	6176	2103
746	6185	2094
747	6195	2087
748	6205	2079
749	6215	2071
750	6227	2064
751	6237	2056
752	6247	2049
753	6257	2041
754	6267	2033
755	6276	2025
756	6287	2018
757	6298	2010
758	6308	2002
759	6318	1995
760	6328	1987
761	6340	1980
762	6350	1972
763	6359	1964
764	6369	1956
765	6379	1948
766	6388	1940
767	6398	1932
768	6408	1925
769	6418	1917
770	6428	1909
771	6436	1901
772	6445	1892
773	6455	1885
774	6465	1877
775	6474	1868
776	6484	1861
777	6495	1853
778	6505	1845
779	6516	1837
780	6526	1830
781	6536	1822
782	6545	1814
783	6555	1806
784	6565	1798
785	6574	1790
786	6584	1782
787	6593	1773
788	6603	1765
789	6612	1757
790	6622	1749
791	6631	1741
792	6641	1733
793	6650	1725
794	6659	1717
795	6669	1709
796	6679	1701
797	6688	1693
798	6697	1684
799	6708	1677
800	6718	1669
801	6730	1661
802	6739	1653
803	6749	1645
804	6760	1637
805	6769	1629
806	6779	1621
807	6789	1613
808	6799	1605
809	6809	1597
810	6819	1589
811	6828	1580
812	6838	1572
813	6847	1564
814	6856	1556
815	6865	1548
816	6874	1539
817	6886	1532
818	6896	1524
819	6905	1515
820	6915	1507
821	6926	1499
822	6938	1492
823	6947	1483
824	6956	1475
825	6965	1467
826	6974	1458
827	6983	1450
828	6992	1442
829	7002	1434
830	7011	1426
831	7022	1417
832	7031	1409
833	7040	1401
834	7049	1393
835	7058	1384
836	7068	1376
837	7076	1368
838	7086	1359
839	7095	1351
840	7104	1343
841	7114	1335
842	7124	1326
843	7135	1318
844	7144	1310
845	7156	1302
846	7165	1294
847	7175	1286
848	7184	1277
849	7193	1269
850	7203	1261
851	7211	1252
852	7221	1244
853	7231	1236
854	7241	1228
855	7251	1219
856	7261	1211
857	7271	1203
858	7280	1195
859	7290	1186
860	7299	1178
861	7309	1170
862	7320	1162
863	7330	1153
864	7340	1145
865	7350	1137
866	7359	1128
867	7367	1120
868	7377	1112
869	7389	1104
870	7399	1095
871	7408	1087
872	7418	1079
873	7427	1070
874	7436	1062
875	7448	1054
876	7458	1046
877	7468	1037
878	7478	1029
879	7487	1020
880	7496	1012
881	7505	1004
882	7514	995
883	7523	987
884	7535	979
885	7545	970
886	7554	962
887	7563	953
888	7573	945
889	7583	937
890	7592	928
891	7601	920
892	7611	912
893	7622	903
894	7632	895
895	7643	887
896	7652	878
897	7662	870
898	7671	861
899	7680	853
900	7689	844
901	7700	836
902	7709	828
903	7718	819
904	7729	811
905	7742	803
906	7751	794
907	7761	786
908	7771	777
909	7780	769
910	7790	761
911	7800	752
912	7809	744
913	7818	735
914	7828	727
915	7838	718
916	7846	710
917	7855	701
918	7865	693
919	7874	684
920	7883	676
921	7892	667
922	7902	659
923	7911	650
924	7921	642
925	7930	633
926	7942	625
927	7952	617
928	7964	608
929	7973	600
930	7983	591
931	7992	583
932	8002	574
933	8013	566
934	8023	557
935	8032	549
936	8041	540
937	8050	532
938	8059	523
939	8069	515
940	8079	506
941	8088	498
942	8097	489
943	8107	480
944	8116	472
945	8125	463
946	8136	455
947	8146	446
948	8156	438
949	8167	429
950	8177	421
951	8188	412
952	8197	404
953	8207	395
954	8217	387
955	8226	378
956	8235	370
957	8245	361
958	8257	353
959	8268	344
960	8278	335
961	8288	327
962	8298	318
963	8307	310
964	8316	301
965	8326	293
966	8337	284
967	8347	275
968	8358	267
969	8367	258
970	8377	250
971	8386	241
972	8396	232
973	8405	224
974	8415	215
975	8424	207
976	8434	198
977	8444	189
978	8453	181
979	8462	172
980	8472	164
981	8481	155
982	8491	146
983	8500	138
984	8509	129
985	8518	120
986	8527	112
987	8537	103
988	8549	95
989	8561	86
990	8572	77
991	8583	69
992	8595	60
993	8606	51
994	8618	43
995	8629	34
996	8640	25
997	8649	17
998	8659	8
999	8670	0
