iter	Passed	Remaining
711	990	400
712	992	399
713	994	398
714	996	397
715	998	395
716	999	394
717	1000	392
718	1001	391
719	1002	389
720	1003	388
721	1004	386
722	1007	386
723	1008	384
724	1010	383
725	1012	382
726	1013	380
727	1014	379
728	1015	377
729	1016	375
730	1017	374
731	1019	373
732	1021	372
733	1023	370
734	1024	369
735	1026	368
736	1027	366
737	1028	365
738	1029	363
739	1030	362
740	1031	360
741	1033	359
742	1035	358
743	1037	357
744	1039	355
745	1041	354
746	1042	352
747	1042	351
748	1043	349
749	1044	348
750	1045	346
751	1046	345
752	1048	343
753	1049	342
754	1051	341
755	1052	339
756	1054	338
757	1055	336
758	1056	335
759	1057	333
760	1058	332
761	1059	330
762	1060	329
763	1062	328
764	1063	326
765	1065	325
766	1067	324
767	1069	323
768	1070	321
769	1071	319
770	1072	318
771	1073	316
772	1074	315
773	1075	314
774	1077	312
775	1079	311
776	1080	309
777	1081	308
778	1083	307
779	1084	305
780	1086	304
781	1087	303
782	1088	301
783	1089	300
784	1091	298
785	1092	297
786	1093	296
787	1095	294
788	1096	293
789	1098	291
790	1099	290
791	1100	288
792	1101	287
793	1102	286
794	1103	284
795	1104	283
796	1105	281
797	1106	280
798	1108	278
799	1110	277
800	1111	276
801	1113	274
802	1114	273
803	1116	272
804	1117	270
805	1118	269
806	1120	267
807	1122	266
808	1124	265
809	1125	264
810	1127	262
811	1128	261
812	1129	259
813	1130	258
814	1131	256
815	1132	255
816	1133	253
817	1135	252
818	1136	251
819	1138	249
820	1139	248
821	1140	247
822	1141	245
823	1142	244
824	1143	242
825	1144	241
826	1145	239
827	1146	238
828	1147	236
829	1148	235
830	1149	233
831	1150	232
832	1152	230
833	1153	229
834	1154	228
835	1155	226
836	1156	225
837	1157	223
838	1158	222
839	1159	220
840	1160	219
841	1160	217
842	1162	216
843	1163	215
844	1164	213
845	1165	212
846	1167	210
847	1169	209
848	1170	208
849	1171	206
850	1171	205
851	1172	203
852	1173	202
853	1174	200
854	1175	199
855	1176	197
856	1177	196
857	1179	195
858	1181	193
859	1182	192
860	1183	191
